,id,usuario_id,curp,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,genero,nacionalidad,talla_playera,talla_pantalon,talla_calzado,peso,estatura,banco,nivel_estudios,nivel_estudios_deseado,experiencia_ciencia,experiencia_arte,interes_desarrollo_comunitario,razones_interes,profesion_interes,interes_incorporacion,codigo_postal,estado,colonia,municipio,localidad,calle,numero_exterior,numero_interior,estado_deseado,municipio_deseado,certificado,identificacion,estado_cuenta
2542,2543,2549,GUWS9734V78URSQ7,Marisol,Silva,Cisneros,1986-05-19,M,Guayanés,XXL,M,27,79.62,2.00,HSBC,Preparatoria,Preparatoria,Física,Literatura,True,Razón 3,Profesión 3,Interés 1,86701,Tabasco,La Marina,Jesús María,Asientos,Morales,395,64,Tabasco,Aguascalientes,/,/,/
2543,2544,2550,MIJV2516L51UKHV9,Silvia,Pacheco,Martínez,1983-06-19,O,Argentina,M,L,26,89.40,2.00,Banco del Bajío,Licenciatura,Licenciatura,Ninguna,Teatro,True,Razón 2,Profesión 3,Interés 4,29010,Chiapas,Centro,El Llano,Jesús María,Aguilar,252,14,Michoacan,Cosío,/,/,/
2544,2545,2551,CUVD7320Z55ILCJ4,Miguel,Salazar,Montes,1968-01-13,O,Estadounidense,XXL,L,34,59.16,2.00,HSBC,Primaria,Primaria,Química,Teatro,False,Razón 2,Profesión 1,Interés 4,33692,Chihuahua,La Paz,Rincón de Romos,Rincón de Romos,García,830,24,Tlaxcala,Cosío,/,/,/
2545,2546,2552,DIMW1266L00OXXN9,Humberto,Villarreal,López,1963-10-17,M,Guyanés,XS,S,26,46.45,2.00,Banorte,Preparatoria,Preparatoria,Física,Música,True,Razón 1,Profesión 5,Interés 3,61914,Michoacán,La Isla,Jesús María,San José de Gracia,Carrillo,329,78,San Luis Potosí,Calvillo,/,/,/
2546,2547,2553,GITV5805L70IPZQ7,Irma,Gallardo,Montes,1984-09-16,M,Luciana,S,S,33,54.80,2.00,Inbursa,Preparatoria,Preparatoria,Química,Literatura,True,Razón 4,Profesión 1,Interés 1,63462,Nayarit,La Loma,Calvillo,Jesús María,Carrillo,379,91,Michoacan,Jesús María,/,/,/
2547,2548,2554,YOFK8202X31OTJC5,Verónica,Navarro,Cisneros,1988-11-11,M,Nevisiano,S,XS,23,84.47,2.00,HSBC,Primaria,Primaria,Física,Ninguna,True,Razón 4,Profesión 4,Interés 4,24630,Campeche,La Gloria,Rincón de Romos,Asientos,Ortiz,493,36,Sinaloa,El Llano,/,/,/
2548,2549,2555,SABT8513G86OMZK0,Cecilia,Escobar,Salazar,1981-01-03,O,Barbudense,M,S,24,87.77,2.00,HSBC,Primaria,Primaria,Química,Artes Plásticas,False,Razón 3,Profesión 1,Interés 3,87143,Tamaulipas,La Isla,Aguascalientes,El Llano,Gómez Farías,98,1,Yucatan,Asientos,/,/,/
2549,2550,2556,RUPK2762G07OQZS7,Salvador,Vargas,Valdés,2002-06-28,O,Cubano,XXL,XS,23,112.68,2.00,Banamex,Preparatoria,Preparatoria,Física,Teatro,False,Razón 2,Profesión 5,Interés 2,84248,Sonora,La Cruz,Tepezalá,El Llano,Zaragoza,69,47,Sonora,Jesús María,/,/,/
2550,2551,2557,SECX4519V17ABMZ8,Daniel,Castañeda,Castañeda,1965-07-06,M,Boliviano,XXL,XS,26,85.67,2.00,HSBC,Preparatoria,Preparatoria,Biología,Literatura,False,Razón 4,Profesión 5,Interés 4,77534,Quintana Roo,La Fortuna,Aguascalientes,Jesús María,Morelos,750,58,Quintana Roo,Pabellón de Arteaga,/,/,/
2551,2552,2558,JEGX1594S77IDJQ7,Martha,Vega,Ramírez,1992-09-03,F,Italiana,M,XS,35,114.08,2.00,Banamex,Licenciatura,Licenciatura,Otro,Música,True,Razón 3,Profesión 5,Interés 3,77621,Quintana Roo,La Cruz,San José de Gracia,El Llano,Mendoza,288,36,Jalisco,Calvillo,/,/,/
2552,2553,2559,BOKB8355M69UVFT1,Fernando,Campos,Lara,1965-07-22,M,Alemana,XL,XS,35,95.16,2.00,Banco Azteca,Primaria,Primaria,Ninguna,Artes Plásticas,True,Razón 2,Profesión 1,Interés 1,20982,Aguascalientes,La Isla,Rincón de Romos,Calvillo,Santos,846,84,Querétaro,Tepezalá,/,/,/
2553,2554,2560,HONB8775X33EDCP5,Lilia,Torres,Gallardo,1969-08-05,O,Salvadoreño,XXL,XL,30,98.34,2.00,Inbursa,Licenciatura,Licenciatura,Química,Artes Plásticas,True,Razón 2,Profesión 2,Interés 1,90952,Tlaxcala,La Joya,Aguascalientes,Pabellón de Arteaga,Guzmán,42,2,Colima,Ensenada,/,/,/
2554,2555,2561,JUGK0802J95INCY7,Isabel,Salazar,López,1996-08-16,F,Guatemalteco,XXL,S,23,42.76,2.00,Banorte,Preparatoria,Preparatoria,Ninguna,Ninguna,False,Razón 1,Profesión 1,Interés 2,22589,Baja California,Santa María,Jesús María,Rincón de Romos,Gómez,64,58,Yucatan,Tepezalá,/,/,/
2555,2556,2562,TENK5518R92EWPL3,José Luis,Flores,Rivera,1961-07-21,M,Barbudense,L,L,22,51.86,2.00,HSBC,Secundaria,Secundaria,Biología,Artes Plásticas,False,Razón 3,Profesión 5,Interés 1,30236,Chiapas,La Rinconada,Ensenada,Calvillo,Santos,702,39,Hidalgo,El Llano,/,/,/
2556,2557,2563,HAFS5576C36EWNP1,Leticia,Cuevas,Díaz,1967-01-08,M,Sanmartinense,M,L,30,117.13,2.00,Santander,Licenciatura,Licenciatura,Química,Artes Plásticas,False,Razón 2,Profesión 3,Interés 2,86451,Tabasco,San Pedro,Jesús María,Asientos,Herrera,969,50,Nayarit,Asientos,/,/,/
2557,2558,2564,DOFC4493L02AVLH8,Ángel,Medina,Cervantes,2003-11-28,O,Hondureño,L,XS,29,114.56,2.00,Banco Azteca,Primaria,Primaria,Química,Ninguna,True,Razón 5,Profesión 2,Interés 5,98743,Zacatecas,San Juan,Rincón de Romos,Pabellón de Arteaga,Guzmán,459,40,San Luis Potosí,Ensenada,/,/,/
2558,2559,2565,TUMW7078B52AVGS7,Dulce,Rosas,Escobar,1967-07-06,O,Ecuatoriana,L,L,33,70.43,2.00,Santander,Preparatoria,Preparatoria,Química,Música,True,Razón 2,Profesión 4,Interés 5,24679,Campeche,La Gloria,San José de Gracia,Asientos,Ortiz,356,46,Sonora,Cosío,/,/,/
2559,2560,2566,BOPL7667D88EDZR2,José,Rosas,Cisneros,1971-04-23,O,Santalucense,L,M,26,89.36,2.00,Banco del Bajío,Preparatoria,Preparatoria,Física,Música,False,Razón 2,Profesión 1,Interés 1,86711,Tabasco,San José,Asientos,El Llano,Ortiz,209,16,Coahuila,Cosío,/,/,/
2560,2561,2567,TAJM7220Z27UMHD0,Ricardo,Morales,Pérez,1966-09-11,F,Surinamés,L,XS,25,97.04,2.00,Banco del Bajío,Secundaria,Secundaria,Química,Ninguna,True,Razón 2,Profesión 3,Interés 4,78944,San Luis Potosí,La Esperanza,El Llano,Asientos,Ortiz,74,12,Chiapas,San José de Gracia,/,/,/
2561,2562,2568,NINR7948X78UBHJ3,Silvia,León,Cisneros,1998-06-27,O,Colombiana,XL,XL,22,51.85,2.00,Scotiabank,Secundaria,Secundaria,Otro,Literatura,True,Razón 4,Profesión 2,Interés 1,38637,Guanajuato,La Fortuna,Jesús María,Tepezalá,Jiménez,896,18,Campeche,Cosío,/,/,/
2562,2563,2569,CUNQ0122L55EYCX3,José,Martínez,Campos,2002-01-02,F,Barbudense,M,L,26,112.09,2.00,HSBC,Primaria,Primaria,Física,Artes Plásticas,True,Razón 5,Profesión 3,Interés 5,88045,Tamaulipas,La Gloria,Asientos,Jesús María,Silva,833,33,Veracruz,San José de Gracia,/,/,/
2563,2564,2570,BAPS6450H20IDTJ2,Gloria,Zamora,Esparza,1967-12-09,O,Surinamés,XS,XL,35,86.47,2.00,Inbursa,Secundaria,Secundaria,Física,Artes Plásticas,False,Razón 5,Profesión 4,Interés 5,97373,Yucatán,Santa María,San José de Gracia,Asientos,Ortiz,705,44,Nayarit,Cosío,/,/,/
2564,2565,2571,BOBS5715W57UDRJ5,Rosa,Carrillo,Escobar,1979-04-22,O,Ecuatoriana,L,L,22,74.63,2.00,Banorte,Preparatoria,Preparatoria,Otro,Artes Plásticas,True,Razón 3,Profesión 4,Interés 4,34724,Durango,Centro,San José de Gracia,Jesús María,González,62,47,Chiapas,Tepezalá,/,/,/
2565,2566,2572,DOPM3884W27OQPY7,Arturo,Castañeda,Lugo,1993-10-07,M,Trinitense,S,XXL,28,104.62,2.00,Banco del Bajío,Primaria,Primaria,Física,Ninguna,False,Razón 3,Profesión 3,Interés 2,82233,Sinaloa,San Juan,Jesús María,Asientos,Morelos,496,6,Baja California Sur,Jesús María,/,/,/
2566,2567,2573,FEQN3217Y76URTZ3,Teresa,García,Ruiz,1966-03-10,F,Nicaragüense,L,M,31,82.48,2.00,Banamex,Secundaria,Secundaria,Física,Música,False,Razón 3,Profesión 3,Interés 3,90951,Tlaxcala,La Cañada,San José de Gracia,Tepezalá,Hernández,860,26,Morelos,Tepezalá,/,/,/
2567,2568,2574,FOLS1478Y18ILVH6,José,Lugo,Mata,1963-01-04,O,Guayanés,S,XXL,33,50.49,2.00,BanCoppel,Secundaria,Secundaria,Biología,Teatro,False,Razón 4,Profesión 4,Interés 2,23469,Baja California Sur,San Antonio,San José de Gracia,Asientos,Benito Juárez,672,24,CDMX,Rincón de Romos,/,/,/
2568,2569,2575,BOQM7890H55IDBR7,Rosa María,Zamora,Castillo,1989-06-13,F,Sancristobaleño,S,M,29,67.01,2.00,Scotiabank,Preparatoria,Preparatoria,Otro,Música,False,Razón 4,Profesión 5,Interés 5,77307,Quintana Roo,La Palma,Pabellón de Arteaga,Cosío,Benito Juárez,49,48,San Luis Potosí,Asientos,/,/,/
2569,2570,2576,RINZ9554R01ORBG1,Rubén,Hernández,Cervantes,1995-10-18,O,Panameño,XXL,XXL,30,72.74,2.00,Inbursa,Primaria,Primaria,Otro,Artes Plásticas,True,Razón 4,Profesión 5,Interés 4,24598,Campeche,San Juan,Asientos,Rincón de Romos,Juárez,729,33,Veracruz,San José de Gracia,/,/,/
2570,2571,2577,DOZL4347W57UZKN0,Ángel,Castillo,Aguilar,1967-05-19,F,Sanvicentino,XS,XXL,31,94.05,2.00,Inbursa,Preparatoria,Preparatoria,Ninguna,Música,True,Razón 4,Profesión 5,Interés 2,21830,Baja California,La Unión,Asientos,Jesús María,Torres,426,59,Coahuila,Cosío,/,/,/
2571,2572,2578,ZOPZ1329Z50UNQQ8,Alberto,Díaz,Álvarez,1991-01-16,F,Dominicana,L,S,25,57.21,2.00,BanCoppel,Preparatoria,Preparatoria,Ninguna,Literatura,True,Razón 5,Profesión 1,Interés 2,63950,Nayarit,La Colina,Cosío,Jesús María,Silva,878,33,Guerrero,Cosío,/,/,/
2572,2573,2579,TUQL2700S50IPJF0,José,Valencia,Villanueva,1969-09-08,O,Surinamés,S,L,33,60.78,2.00,Banco del Bajío,Licenciatura,Licenciatura,Química,Teatro,False,Razón 1,Profesión 2,Interés 4,41554,Guerrero,La Playa,Calvillo,Pabellón de Arteaga,Medina,7,50,Mexico,Cosío,/,/,/
2573,2574,2580,HABT7711V42IYVP6,José Luis,Montes,Rivera,2003-09-06,M,Guyanés,M,XXL,32,58.49,2.00,BanCoppel,Preparatoria,Preparatoria,Otro,Artes Plásticas,True,Razón 2,Profesión 4,Interés 3,53224,Estado de México,La Soledad,San José de Gracia,Cosío,Mendoza,248,71,Nayarit,Aguascalientes,/,/,/
2574,2575,2581,JIBS6712H12EMYK6,Cecilia,Santos,Navarro,1962-07-28,F,Paraguayo,S,M,22,40.25,2.00,Banco del Bajío,Preparatoria,Preparatoria,Ninguna,Ninguna,False,Razón 5,Profesión 2,Interés 4,76782,Querétaro,La Luz,Calvillo,Rincón de Romos,Juárez,922,26,Coahuila,San José de Gracia,/,/,/
2575,2576,2582,FUYW0009F97UBRY4,Claudia,Pacheco,Gallardo,1996-05-03,M,Dominiqués,L,L,28,112.27,2.00,Scotiabank,Primaria,Primaria,Biología,Teatro,False,Razón 2,Profesión 4,Interés 4,76525,Querétaro,La Fortuna,Asientos,Tepezalá,Carranza,823,32,Querétaro,El Llano,/,/,/
2576,2577,2583,LEPB2160X49UMFN4,Beatriz,Cárdenas,Reyes,2002-01-22,F,Argentina,XS,XL,26,52.06,2.00,Inbursa,Primaria,Primaria,Otro,Música,False,Razón 3,Profesión 2,Interés 3,20021,Aguascalientes,La Colina,Asientos,Cosío,Gómez Farías,765,79,Guerrero,Calvillo,/,/,/
2577,2578,2584,KEBF1359Z56EKRC4,Ernesto,Castillo,Esparza,1996-11-05,O,Dominicana,L,XXL,26,49.66,2.00,Banamex,Licenciatura,Licenciatura,Biología,Literatura,True,Razón 1,Profesión 2,Interés 5,63677,Nayarit,La Gloria,Cosío,San José de Gracia,Gómez Farías,147,40,San Luis Potosí,Aguascalientes,/,/,/
2578,2579,2585,KOQK8989J39UCMX8,Carmen,Aguayo,Montes,1983-12-17,F,Brasileño,L,XL,26,79.72,2.00,Banco del Bajío,Secundaria,Secundaria,Física,Literatura,True,Razón 3,Profesión 2,Interés 1,59202,Michoacán,La Joya,Aguascalientes,Cosío,Revolución,6,73,Tamaulipas,Jesús María,/,/,/
2579,2580,2586,WOSQ9401R25OWRB8,Norma,Flores,Medina,2002-04-12,M,Guyanés,M,L,33,82.90,2.00,Santander,Secundaria,Secundaria,Ninguna,Literatura,False,Razón 1,Profesión 5,Interés 4,75112,Puebla,La Estrella,Aguascalientes,Rincón de Romos,Martínez,284,67,Baja California,San José de Gracia,/,/,/
2580,2581,2587,RICK4295J42AVXD0,Fernando,Gallardo,Vargas,1964-07-28,F,Argentina,XL,M,32,111.18,2.00,Santander,Licenciatura,Licenciatura,Biología,Ninguna,False,Razón 3,Profesión 5,Interés 5,66012,Nuevo León,La Soledad,El Llano,Calvillo,Morelos,262,25,Guerrero,Tepezalá,/,/,/
2581,2582,2588,XULB1872S49IHFF7,Alberto,Escobar,Vega,1971-02-24,F,Ecuatoriano,S,L,32,107.66,2.00,BanCoppel,Primaria,Primaria,Otro,Literatura,False,Razón 3,Profesión 2,Interés 1,40448,Guerrero,La Marina,San José de Gracia,Calvillo,Cortés,189,43,Yucatan,Calvillo,/,/,/
2582,2583,2589,BONT3603P12OYTN7,Laura,Valdés,Mata,1986-12-16,F,Granadina,XL,XL,27,82.43,2.00,BBVA,Primaria,Primaria,Física,Música,False,Razón 4,Profesión 5,Interés 5,89710,Tamaulipas,La Cruz,Aguascalientes,Tepezalá,Díaz,171,11,Aguascalientes,Cosío,/,/,/
2583,2584,2590,FUSM3506P44ONGZ2,Verónica,Carrillo,Bautista,1969-10-18,M,Ecuatoriano,XXL,XS,24,51.29,2.00,BanCoppel,Licenciatura,Licenciatura,Biología,Literatura,False,Razón 1,Profesión 4,Interés 3,88283,Tamaulipas,La Perla,San José de Gracia,San José de Gracia,García,496,2,Tabasco,Tepezalá,/,/,/
2584,2585,2591,BEYV6205G99AWKW6,Beatriz,Cabrera,Cabrera,1968-01-12,M,Nevisiano,XXL,M,31,59.07,2.00,Banamex,Preparatoria,Preparatoria,Física,Artes Plásticas,True,Razón 4,Profesión 4,Interés 3,42915,Hidalgo,La Sierra,Cosío,Rincón de Romos,Ramírez,749,1,Durango,Ensenada,/,/,/
2585,2586,2592,TENX4674G08EXNH0,Claudia,Díaz,Villarreal,1962-11-22,O,Boliviano,L,XS,26,46.68,2.00,HSBC,Licenciatura,Licenciatura,Física,Teatro,False,Razón 3,Profesión 4,Interés 4,42264,Hidalgo,La Soledad,Asientos,Rincón de Romos,Rivera,521,85,Veracruz,Pabellón de Arteaga,/,/,/
2586,2587,2593,KIJZ0919B33ELHG1,Ángel,Sosa,Bautista,1998-03-10,M,Canadiense,L,XL,30,48.84,2.00,BanCoppel,Secundaria,Secundaria,Biología,Literatura,True,Razón 1,Profesión 5,Interés 1,62192,Morelos,La Gloria,Calvillo,San José de Gracia,Carrillo,728,58,Aguascalientes,San José de Gracia,/,/,/
2587,2588,2594,PIYK2193R28EJDW0,Norma,Cisneros,Rivera,1978-05-10,F,Paraguayo,XL,XXL,30,100.00,2.00,BBVA,Secundaria,Secundaria,Biología,Teatro,False,Razón 2,Profesión 2,Interés 1,38000,Guanajuato,La Cumbre,Aguascalientes,Rincón de Romos,Aguirre,764,70,Oaxaca,Jesús María,/,/,/
2588,2589,2595,RIXJ8943P96EDQP8,Gerardo,Villanueva,Campos,1967-09-04,F,Guayanés,L,XS,35,68.40,2.00,BanCoppel,Licenciatura,Licenciatura,Física,Literatura,True,Razón 3,Profesión 4,Interés 2,43916,Hidalgo,San Antonio,Calvillo,Cosío,Herrera,125,25,Tamaulipas,El Llano,/,/,/
2589,2590,2596,BUBG2254J72UMDX9,Oscar,Valdés,Rosas,1967-02-12,M,Dominiqués,XXL,XL,26,62.35,2.00,Scotiabank,Secundaria,Secundaria,Biología,Artes Plásticas,False,Razón 5,Profesión 4,Interés 5,97576,Yucatán,La Isla,Rincón de Romos,Tepezalá,Carranza,200,96,Colima,Asientos,/,/,/
2590,2591,2597,HUGY0269K41EJDS3,Eduardo,Montes,Cuevas,1983-08-15,F,Nevisiano,S,M,25,48.34,2.00,BanCoppel,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 3,Profesión 3,Interés 3,84974,Sonora,La Libertad,El Llano,Cosío,Morelos,783,30,San Luis Potosí,Jesús María,/,/,/
2591,2592,2598,SONN8588P92ORYM1,Roberto,Jiménez,Zamora,1982-10-14,M,Chilena,L,XS,22,62.10,2.00,Banamex,Secundaria,Secundaria,Química,Ninguna,False,Razón 4,Profesión 1,Interés 2,24309,Campeche,San Antonio,Asientos,Aguascalientes,Álvarez,38,100,Guanajuato,El Llano,/,/,/
2592,2593,2599,YUQX8577J83INHB2,Salvador,Santos,Bautista,1968-07-16,O,Guyanés,XL,S,31,108.91,2.00,Banorte,Licenciatura,Licenciatura,Física,Literatura,False,Razón 4,Profesión 4,Interés 4,28549,Colima,La Estrella,Jesús María,Cosío,Revolución,189,79,Quintana Roo,San José de Gracia,/,/,/
2593,2594,2600,JIVM1641B92IPVS4,Oscar,Ortiz,López,1975-02-04,F,Boliviano,S,XXL,24,59.65,2.00,Scotiabank,Secundaria,Secundaria,Química,Teatro,False,Razón 4,Profesión 3,Interés 1,77197,Quintana Roo,La Colina,Asientos,Asientos,Gómez Farías,606,4,Sinaloa,San José de Gracia,/,/,/
2594,2595,2601,XAHH6930F15IVMH4,Armando,Salazar,Fernández,1972-09-04,M,Barbadense,L,XL,23,82.71,2.00,Inbursa,Primaria,Primaria,Física,Artes Plásticas,False,Razón 5,Profesión 3,Interés 2,90076,Tlaxcala,San Juan,Rincón de Romos,Cosío,Juárez,458,71,Michoacan,Ensenada,/,/,/
2595,2596,2602,QUJM3502M64OXHT5,Diana,Santos,Álvarez,1964-12-20,O,Dominicana,XL,L,33,60.31,2.00,Banco Azteca,Preparatoria,Preparatoria,Otro,Artes Plásticas,True,Razón 1,Profesión 4,Interés 3,42517,Hidalgo,La Cumbre,Cosío,El Llano,Juárez,766,39,CDMX,Rincón de Romos,/,/,/
2596,2597,2603,FASD4335G81URKC6,Nancy,Rivera,Ramírez,1981-06-16,F,Antiguano,XS,S,23,91.37,2.00,Banamex,Secundaria,Secundaria,Otro,Ninguna,True,Razón 4,Profesión 4,Interés 3,23390,Baja California Sur,San Antonio,El Llano,Cosío,López,181,52,Quintana Roo,Aguascalientes,/,/,/
2597,2598,2604,KIJB8175D36IZHT0,Sofía,Campos,Castañeda,1960-12-27,O,Surinamés,S,XS,23,79.65,2.00,Inbursa,Secundaria,Secundaria,Física,Teatro,True,Razón 5,Profesión 1,Interés 2,28625,Colima,La Perla,Ensenada,Asientos,Silva,707,53,Sonora,Asientos,/,/,/
2598,2599,2605,BUQR9714H96OVXP1,Isabel,Reyes,Villalobos,1961-11-09,O,Granadina,M,M,34,51.57,2.00,Scotiabank,Secundaria,Secundaria,Otro,Literatura,False,Razón 5,Profesión 3,Interés 4,34732,Durango,La Libertad,Tepezalá,Calvillo,Medina,625,43,Nuevo León,Ensenada,/,/,/
2599,2600,2606,WIFX1164J13OMTK2,Ángel,Zamora,Ruiz,1980-04-05,M,Guyanés,M,L,28,87.86,2.00,Banorte,Preparatoria,Preparatoria,Biología,Literatura,False,Razón 1,Profesión 1,Interés 1,31625,Chihuahua,La Joya,Aguascalientes,El Llano,Mendoza,317,67,Quintana Roo,Jesús María,/,/,/
2600,2601,2607,DILT0721D33OKHQ8,Martha,Medina,Villanueva,1991-08-27,M,Costarricense,XXL,S,29,111.23,2.00,Inbursa,Primaria,Primaria,Física,Ninguna,True,Razón 4,Profesión 5,Interés 4,73517,Puebla,La Montaña,Asientos,El Llano,Aguirre,992,74,Nuevo León,San José de Gracia,/,/,/
2601,2602,2608,ZIGK6987H86IZXY1,Ana,Flores,Aguirre,1965-02-20,M,Antiguano,S,XL,31,83.41,2.00,Banamex,Preparatoria,Preparatoria,Biología,Artes Plásticas,False,Razón 2,Profesión 5,Interés 1,21822,Baja California,La Fortuna,Asientos,Rincón de Romos,León,828,29,Quintana Roo,Asientos,/,/,/
2602,2603,2609,ZEDF0602L18ETKD9,Rosa María,Valenzuela,Morales,1974-08-23,M,Uruguayo,L,XS,28,50.18,2.00,Inbursa,Licenciatura,Licenciatura,Química,Teatro,False,Razón 5,Profesión 5,Interés 2,89191,Tamaulipas,La Isla,Ensenada,El Llano,Morales,624,27,Sonora,Ensenada,/,/,/
2603,2604,2610,JOPW2213D04ICYC2,Armando,Fernández,Castañeda,1976-05-17,O,Española,XS,S,32,49.22,2.00,Banco Azteca,Primaria,Primaria,Ninguna,Literatura,False,Razón 4,Profesión 5,Interés 3,79884,San Luis Potosí,La Luz,Cosío,San José de Gracia,Zaragoza,158,50,Chihuahua,Pabellón de Arteaga,/,/,/
2604,2605,2611,TAZL8651S47AMJP8,Martha,Mendoza,Mata,1978-09-10,M,Jamaicano,L,L,22,43.70,2.00,Santander,Secundaria,Secundaria,Otro,Artes Plásticas,False,Razón 1,Profesión 2,Interés 4,97273,Yucatán,San Miguel,Tepezalá,Calvillo,Flores,925,5,Oaxaca,El Llano,/,/,/
2605,2606,2612,LECV2971D54UGNQ9,Ernesto,Ruiz,Vega,1983-06-28,M,Trinitense,XL,M,26,103.45,2.00,Banorte,Preparatoria,Preparatoria,Física,Ninguna,False,Razón 1,Profesión 1,Interés 3,62680,Morelos,La Fe,El Llano,Asientos,Rojas,204,82,Chiapas,Asientos,/,/,/
2606,2607,2613,HUFJ2791X62OCFG0,Juan,Díaz,Cuevas,1963-11-27,O,Dominiqués,XXL,L,33,69.85,2.00,Banco del Bajío,Secundaria,Secundaria,Biología,Teatro,False,Razón 2,Profesión 3,Interés 5,24466,Campeche,San Antonio,Ensenada,Aguascalientes,Gómez Farías,552,78,San Luis Potosí,Pabellón de Arteaga,/,/,/
2607,2608,2614,DAPG7825Q15IHQJ0,Dulce,Campos,Campos,1982-07-08,O,Antiguano,XL,XL,26,60.32,2.00,BBVA,Primaria,Primaria,Física,Música,False,Razón 1,Profesión 5,Interés 3,23135,Baja California Sur,Santa María,Rincón de Romos,Pabellón de Arteaga,Revolución,304,48,Nayarit,Rincón de Romos,/,/,/
2608,2609,2615,WUSG6955B63UDFN6,Martha,Pérez,Salazar,1992-09-10,O,Chilena,XXL,M,33,52.68,2.00,Banco Azteca,Primaria,Primaria,Biología,Artes Plásticas,True,Razón 2,Profesión 3,Interés 1,63531,Nayarit,La Soledad,Cosío,San José de Gracia,Torres,744,96,Baja California Sur,Jesús María,/,/,/
2609,2610,2616,ROVL4962T26EGQJ2,Lorena,Pérez,Vargas,1994-04-19,O,Boliviana,L,XS,32,85.30,2.00,Banamex,Primaria,Primaria,Física,Música,False,Razón 5,Profesión 4,Interés 3,74125,Puebla,La Estrella,Pabellón de Arteaga,Calvillo,Santos,877,36,Michoacan,Jesús María,/,/,/
2610,2611,2617,TAYV0464M52UQKL9,Mónica,Ruiz,Lara,1984-08-06,F,Panameño,XXL,XXL,31,106.03,2.00,Banamex,Licenciatura,Licenciatura,Ninguna,Ninguna,False,Razón 2,Profesión 5,Interés 1,81551,Sinaloa,La Fe,Calvillo,Aguascalientes,Benito Juárez,483,41,Nayarit,Calvillo,/,/,/
2611,2612,2618,TETV9797H96IKYL2,Maribel,Navarro,Gallardo,2003-11-11,F,Guatemalteca,XS,XXL,23,94.39,2.00,Banco del Bajío,Secundaria,Secundaria,Química,Literatura,True,Razón 3,Profesión 3,Interés 3,88588,Tamaulipas,La Libertad,Cosío,Pabellón de Arteaga,Rojas,380,91,Campeche,Jesús María,/,/,/
2612,2613,2619,MASG8674S02UVQD3,Salvador,Mata,Pérez,2002-03-09,M,Colombiana,XS,XXL,35,43.97,2.00,Banorte,Secundaria,Secundaria,Otro,Música,False,Razón 5,Profesión 3,Interés 1,61051,Michoacán,Centro,Cosío,Cosío,Revolución,286,68,Veracruz,Rincón de Romos,/,/,/
2613,2614,2620,WACG3436T01UPGF2,Gloria,Flores,Campos,1987-07-16,F,Antiguano,M,M,32,67.26,2.00,Banco del Bajío,Primaria,Primaria,Biología,Música,True,Razón 3,Profesión 2,Interés 1,87078,Tamaulipas,La Paz,Tepezalá,Rincón de Romos,Herrera,678,7,Nayarit,Ensenada,/,/,/
2614,2615,2621,QUTV3819K63UNVJ4,Patricia,Cervantes,Martínez,1997-01-16,F,Sancristobaleño,M,XL,28,61.34,2.00,Santander,Secundaria,Secundaria,Química,Literatura,False,Razón 2,Profesión 5,Interés 3,77516,Quintana Roo,La Cumbre,San José de Gracia,San José de Gracia,Morelos,592,3,Campeche,El Llano,/,/,/
2615,2616,2622,MEDJ0383R38EMFS7,Arturo,Aguayo,Cabrera,1967-07-16,O,Ecuatoriana,XS,L,35,78.63,2.00,Banamex,Preparatoria,Preparatoria,Biología,Literatura,True,Razón 3,Profesión 4,Interés 1,49837,Jalisco,San José,Tepezalá,Cosío,León,739,88,Tlaxcala,Cosío,/,/,/
2616,2617,2623,REJY0033Z78EWCQ2,Antonio,Ramírez,Cuevas,1967-07-04,F,Luciano,S,XL,33,76.86,2.00,Banco del Bajío,Secundaria,Secundaria,Física,Literatura,True,Razón 1,Profesión 5,Interés 4,34418,Durango,La Esperanza,Rincón de Romos,Aguascalientes,Aguirre,921,61,Nayarit,Rincón de Romos,/,/,/
2617,2618,2624,BOSX1852T82UZXH7,Antonio,Mata,Sosa,1971-08-05,F,Santalucense,XS,XS,27,85.86,2.00,Banco del Bajío,Licenciatura,Licenciatura,Otro,Artes Plásticas,True,Razón 1,Profesión 3,Interés 3,29081,Chiapas,La Montaña,Asientos,Cosío,García,897,87,Campeche,El Llano,/,/,/
2618,2619,2625,CEKG4475Y82UKNW8,Carlos,López,Jiménez,1967-02-17,F,Costarricense,S,XXL,27,112.75,2.00,BanCoppel,Secundaria,Secundaria,Física,Música,False,Razón 2,Profesión 4,Interés 3,76624,Querétaro,Santa María,Asientos,San José de Gracia,Revolución,578,87,Campeche,Cosío,/,/,/
2619,2620,2626,GEZV7064S78ANHX0,Armando,Esparza,Flores,1995-05-01,M,Guyanés,XS,S,22,105.47,2.00,Banorte,Secundaria,Secundaria,Química,Ninguna,False,Razón 5,Profesión 3,Interés 3,24314,Campeche,La Rinconada,Pabellón de Arteaga,Jesús María,Zaragoza,100,39,Tamaulipas,Asientos,/,/,/
